term,catalog_year,prefix,number,title,description,units,sections_offered,url
Spring 2026,2025-2026,BIO,384,Botany,"Surveys botanical principles from an evolutionary perspective, including cell biology, inheritance, development, ecological roles, reproduction, and classification. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=000939&term=1261
Spring 2026,2025-2026,BIO,384H,Botany - Honors,"Surveys botanical principles from an evolutionary perspective, including cell biology, inheritance, development, ecological roles, reproduction, and classification. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=000940&term=1261
Spring 2026,2025-2026,BIO,299,Special Topics,"In-depth study of an aspect, concept, or problem.  Letter grade only.  May be repeated for a maximum of 6 units.",1-3,,https://catalog.nau.edu/Courses/course?courseId=000942&term=1261
Spring 2026,2025-2026,BIO,299H,Special Topics - Honors,"In-depth study of an aspect, concept, or problem.  Letter grade only.  May be repeated for a maximum of 6 units.",1-3,,https://catalog.nau.edu/Courses/course?courseId=000943&term=1261
Spring 2026,2025-2026,BIO,300,Human Biology,Series of independent mini courses dealing with aspects of biology and human conditions.  Letter grade only.  May be repeated for a maximum of 10 units.  Each repeat must be a different topic than previously taken.,1,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=000944&term=1261
Spring 2026,2025-2026,BIO,310,Scientific Concepts In Human Biology,Systems and processes of the human body integrated with an understanding of health and disease. Letter grade only. Recommended: high school biology or chemistry. Not available for credit in the major or minor.,3,,https://catalog.nau.edu/Courses/course?courseId=000946&term=1261
Spring 2026,2025-2026,BIO,320,General Pathology,Surveys disease processes affecting body systems; cell death and inflammation; emphasizes altered physiological mechanisms in cells and organ systems.  Letter grade only.,3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=000947&term=1261
Spring 2026,2025-2026,BIO,322,Entomology,"Biology, anatomy, physiology, ecology, and evolution of insects. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=000949&term=1261
Spring 2026,2025-2026,BIO,325,Foundations Of Physiology,"Function and integration of animal tissues, organs, and organ systems in the maintenance of homeostasis in animals and humans. Letter grade only. Recommended: BIO 344.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=000950&term=1261
Spring 2026,2025-2026,BIO,325L,Foundations Of Physiology Lab,"Lab experience in the study of animal tissues, organs, and organ systems in the maintenance of homeostasis in animals and humans. Letter grade only.",1,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=000951&term=1261
Spring 2026,2025-2026,BIO,451C,Developmental Biology,The cellular and molecular biology of animal development. Co-convened with BIO 551. Letter grade only.,3,,https://catalog.nau.edu/Courses/course?courseId=000955&term=1261
Spring 2026,2025-2026,BIO,344,Cellular And Molecular Biology,"Organization and function of biological molecules, cell diversity, cell structure and function, and cell interaction and differentiation. Letter grade only. Recommended: BIO 340.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=000963&term=1261
Spring 2026,2025-2026,BIO,345,Sustainable Botany,"Applies plant science principles to aspects of growing plants, including soil science, pathology, physiology, entomology, orchard, garden, and greenhouse with comparison of modern agribusiness to sustainable agriculture.  3 hrs. lecture, 3 hrs. lab. Letter grade only.",4,,https://catalog.nau.edu/Courses/course?courseId=000964&term=1261
Spring 2026,2025-2026,BIO,349L,Molecular Techniques,"Teaches how to perform and interpret basic molecular techniques including Southern and Northern blots, gene cloning, PCR, protein purification, and SDS-PAGE. 9 hrs. lab. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=000965&term=1261
Spring 2026,2025-2026,BIO,350,Molecular Genetics,"Studies genetics from a molecular and microbial perspective; gene structure, expression, control, mutation, and recombination; advances in genetic engineering. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=000966&term=1261
Spring 2026,2025-2026,BIO,366,Behavior Of Animals,Surveys the theories and reasons that explain the behavior of animals.  Letter grade only.,3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=000967&term=1261
Spring 2026,2025-2026,BIO,369,Environmental Microbiology,"Microorganisms in the air, food, soil, and water, and their interaction with the environment. 3 hrs. lecture, 3 hrs. lab. Letter grade only.",4,,https://catalog.nau.edu/Courses/course?courseId=000969&term=1261
Spring 2026,2025-2026,BIO,435C,Advanced Evolutionary Theory,"Advanced concepts in evolution including the origin of variation, natural selection, population genetics, mathematical approaches to understanding evolution including neutral theory, species concepts, patterns and rates of lineage diversification, and methods of phylogenetic analysis.  Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=000971&term=1261
Spring 2026,2025-2026,BIO,373,Marine Biology,"Behavior, ecology, biogeography, and evolution of marine organisms relative to the physics and geology of the ocean. Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=000974&term=1261
Spring 2026,2025-2026,BIO,374,Economic Botany,"Surveys plants used by humans including plant parts or products used and their geographic origin and distribution. 2 hrs. lecture, 3 hrs. lab. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=000975&term=1261
Spring 2026,2025-2026,BIO,389,Cooperative Education,"Individualized preplanned cooperative employment experience related to
your field of study or career objectives. Department consent required. Pass-Fail only. May be repeated for up to 12 units of credit. Please complete the Cooperative Education Proposal form and obtain signatures of approval BEFORE registering. 
https://policy.nau.edu/policy/Documents/Cooperative_Education_Form_121317.pdf",1-12,,https://catalog.nau.edu/Courses/course?courseId=000977&term=1261
Spring 2026,2025-2026,BIO,399,Special Topics,"In-depth study of an aspect, concept, or problem within a program of study. Letter grade only. May be repeated for a maximum of 6 units.",1-3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=000979&term=1261
Spring 2026,2025-2026,BIO,401C,Immunobiology,"Basic aspects of immunobiology emphasizing immune response, antibody structure and reactions with antigens, immunological specificity, and immunological diseases. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=000980&term=1261
